eem_id,document,cat_lev1,cat_lev2,eem_name
1419,BSYNC,Appliance and plug-load reductions,0,Other
1423,BSYNC,Refrigeration,0,Clean and/or repair
1424,BSYNC,Refrigeration,0,Implement training and/or documentation
1425,BSYNC,Refrigeration,0,"Upgrade operating protocols, calibration, and/or sequencing"
1426,BSYNC,Refrigeration,0,Other
1427,BSYNC,Renewable Energy Systems,0,"Install landfill gas, wastewater treatment plant digester gas, or coal bed methane power plant"
1430,BSYNC,Renewable Energy Systems,0,Install wood waste or other organic waste stream heating or power plant
1431,BSYNC,Renewable Energy Systems,0,Clean and/or repair
1432,BSYNC,Renewable Energy Systems,0,Implement training and/or documentation
1433,BSYNC,Renewable Energy Systems,0,"Upgrade operating protocols, calibration, and/or sequencing"
1434,BSYNC,Renewable Energy Systems,0,Other
1438,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Install water pressure booster
1441,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Replace piping
1447,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Clean and/or repair
1448,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Implement training and/or documentation
1449,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,"Upgrade operating protocols, calibration, and/or sequencing"
1450,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Other
1451,BSYNC,Category heading for measures that don't fit into another category,0,Other
1454,BSYNC,Water and Sewer Conservation Systems,0,Install onsite sewer treatment systems
1455,BSYNC,Water and Sewer Conservation Systems,0,Implement water efficient irrigation
1456,BSYNC,Water and Sewer Conservation Systems,0,Clean and/or repair
1457,BSYNC,Water and Sewer Conservation Systems,0,Implement training and/or documentation
1458,BSYNC,Water and Sewer Conservation Systems,0,"Upgrade operating protocols, calibration, and/or sequencing"
1459,BSYNC,Water and Sewer Conservation Systems,0,Other
