eem_id,document,cat_lev1,cat_lev2,eem_name,tags,type,uni_code,uni_code_manual,match
1449,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,"Upgrade operating protocols, calibration, and/or sequencing",NA,NA,NA,D2020,0
1450,BSYNC,Service hot water (SHW) and domestic hot water (DHW) systems,0,Other,NA,NA,NA,D2020,0
1451,BSYNC,Category heading for measures that don't fit into another category,0,Other,NA,NA,NA,X0000,0
1452,BSYNC,Water and Sewer Conservation Systems,0,Install low-flow faucets and showerheads,Low flow,Descriptor,D2010,D2010,1
1452,BSYNC,Water and Sewer Conservation Systems,0,Install low-flow faucets and showerheads,faucet,Element,D2010,D2010,1
1452,BSYNC,Water and Sewer Conservation Systems,0,Install low-flow faucets and showerheads,showerhead,Element,D2010,D2010,1
1453,BSYNC,Water and Sewer Conservation Systems,0,Install low-flow plumbing equipment,Low flow,Descriptor,D2010,D2010,1
1453,BSYNC,Water and Sewer Conservation Systems,0,Install low-flow plumbing equipment,Equipment,Element,E10,D2010,0
1454,BSYNC,Water and Sewer Conservation Systems,0,Install onsite sewer treatment systems,NA,NA,NA,G3020,0
1455,BSYNC,Water and Sewer Conservation Systems,0,Implement water efficient irrigation,NA,NA,NA,G2050,0
1456,BSYNC,Water and Sewer Conservation Systems,0,Clean and/or repair,NA,NA,NA,X0000,0
1457,BSYNC,Water and Sewer Conservation Systems,0,Implement training and/or documentation,NA,NA,NA,X0000,0
1458,BSYNC,Water and Sewer Conservation Systems,0,"Upgrade operating protocols, calibration, and/or sequencing",NA,NA,NA,X0000,0
1459,BSYNC,Water and Sewer Conservation Systems,0,Other,NA,NA,NA,X0000,0
